,Name,Surname,Division,Manager,Gender,LGBTQ,Nationality,Ethnicity,Disability,Age,Mobile Number,Email,Avez-vous déjà été victime/témoin de harcèlement sexuel ?,Avez-vous déjà été victime/témoin de discrimination raciale ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur le genre au travail ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur l'âge au travail ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur le genre ou l’orientation sexuelle ?,"Avez-vous déjà été témoin ou victime de discrimination fondée sur votre religion, culture ?",Avez-vous déjà été témoin ou victime de discrimination basée sur votre état de santé ou handicap au travail ?,Avez-vous déjà été témoin ou victime de discrimination basée sur votre parentalité ou future parentalité ?,Avez-vous déjà ressenti une situation de harcèlement moral ou psychologique au travail ?,Vous sentez-vous en mesure de signaler en toute sécurité des préoccupations concernant des comportements inappropriés au travail ?,"Dans le cas où vous avez déjà fait un signalement, comment jugez-vous le traitement de votre plainte ? (1 à 10, 10 étant totalement satisfait)",Estimez-vous que l'égalité est respectée au sein de votre entreprise ? (1 à 10),Dans quelle mesure diriez-vous que votre entreprise valorise la diversité et l'inclusion ? (1 à 10),"Vous sentez-vous apprécié pour le travail que vous accomplissez, indépendamment de votre identité sexuelle, de votre race, de votre handicap ou de votre nationalité ? (1 à 10)","Vous sentez-vous heureux au travail ? (1 à 10, 10 étant la meilleure note)","Vous sentez-vous en sécurité au travail ? (1 à 10, 10 étant la meilleure note)","Comment évaluez-vous votre niveau de stress au travail ? (1 à 10, où 10 représente le plus faible niveau de stress)","Comment évaluez-vous la qualité des relations avec vos collègues de travail ? (1 à 10, 10 étant la meilleure note)","Recommanderiez-vous l’entreprise à un proche ? (1 à 10, 10 tout à fait)",Vous sentez-vous respecté(e) et entendu(e) par vos collègues et votre hiérarchie ? (1 à 10),"Pensez-vous que votre entreprise valorise et promeut activement un environnement de travail inclusif ? (1 à 10, 10 tout à fait)","Pensez-vous que la direction et les managers de votre entreprise sont engagés et responsables en matière de diversité et d'inclusion ? (1 à 10, 10 tout à fait)","Selon vous, quelles mesures l'entreprise devrait-elle prendre pour mieux prévenir et gérer les discriminations ?",Votre entreprise propose-t-elle des formations régulières sur la diversité et l'inclusion pour tous les employés ?,L'entreprise dispose-t-elle de politiques claires et accessibles concernant la lutte contre la discrimination et le harcèlement ?,Avez-vous accès à une personne de contact ou à un service dédié pour signaler les incidents de discrimination ou de harcèlement ?,Salaire_Annuel,Pays,Continent,Moyenne_Toutes_Colonnes_Num
9739,Shannon,Payne,Operations,No,Male,No,Canadian,White,No,44,778 383 1784,Shannon.Payne@mail.ca,Jamais,Jamais,Souvent,Souvent,Rarement,Rarement,Souvent,Rarement,Régulièrement,Régulièrement,9,8,7,7,8,9,10,5,1,9,8,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Oui,Non,27193,Canada,North America,7.5
9740,Martin,Bradshaw,Operations,No,Male,No,Canadian,White,No,35,616 422 9384,Martin.Bradshaw@mail.ca,Parfois,Parfois,Souvent,Rarement,Rarement,Souvent,Rarement,Souvent,Jamais,Souvent,8,9,3,8,9,3,8,8,10,9,7,10,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,43841,Canada,North America,7.67
9741,Christine,Bennett,IT,No,Male,No,Brazilian,White,No,60,864 677 4913,Christine.Bennett@mail.ca,Parfois,Souvent,Rarement,Rarement,Souvent,Souvent,Régulièrement,Parfois,Souvent,Rarement,5,5,5,9,3,8,9,5,7,10,9,4,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Oui,Non,72627,Brazil,South America,6.58
9742,Estrella,Hooper,Operations,Yes,Female,No,Canadian,White,No,34,123 158 9633,Estrella.Hooper@mail.ca,Jamais,Rarement,Souvent,Jamais,Jamais,Rarement,Jamais,Jamais,Jamais,Parfois,9,8,10,9,7,7,9,7,8,4,9,3,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,25693,Canada,North America,7.5
9743,Doug,Edley,IT,No,Male,Prefer not to say,Canadian,White,No,32,825 781 1842,Doug.Edley@mail.ca,Souvent,Régulièrement,Parfois,Souvent,Rarement,Rarement,Rarement,Jamais,Jamais,Régulièrement,6,10,9,2,10,6,8,1,6,5,8,7,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,86206,Canada,North America,6.5
9744,Chuck,Randall,Marketing,No,Female,No,American,White,No,25,880 678 5897,Chuck.Randall@mail.ca,Parfois,Régulièrement,Régulièrement,Jamais,Jamais,Souvent,Jamais,Rarement,Rarement,Régulièrement,9,7,8,8,7,8,8,9,3,7,6,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,89299,United States,North America,7.42
9745,Carter,Rothwell,Finance,No,Female,No,Ukrainian,White,No,29,698 224 6460,Carter.Rothwell@mail.ca,Parfois,Régulièrement,Parfois,Jamais,Parfois,Parfois,Rarement,Parfois,Parfois,Souvent,7,5,5,6,8,9,2,8,6,6,9,10,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Oui,Non,Non,37872,Ukraine,Europe,6.75
9746,Marina,Paterson,Marketing,No,Male,No,Canadian,Asian,No,33,435 410 8082,Marina.Paterson@mail.ca,Rarement,Parfois,Rarement,Régulièrement,Parfois,Parfois,Jamais,Jamais,Jamais,Parfois,6,7,8,9,4,10,10,5,6,4,3,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,59244,Canada,North America,6.75
9747,Ethan,Styles,Operations,No,Male,No,Canadian,White,No,55,748 104 6712,Ethan.Styles@mail.ca,Jamais,Jamais,Parfois,Jamais,Rarement,Jamais,Souvent,Rarement,Souvent,Rarement,2,5,9,7,3,9,9,2,6,6,3,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Oui,Non,Non,73117,Canada,North America,5.67
9748,Phillip,Everett,Sales,No,Male,No,Canadian,White,No,33,351 301 9188,Phillip.Everett@mail.ca,Régulièrement,Jamais,Rarement,Régulièrement,Jamais,Parfois,Rarement,Parfois,Jamais,Parfois,2,5,7,3,9,9,6,3,7,6,5,7,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,21837,Canada,North America,5.75
9749,Owen,Pearce,IT,No,Female,No,American,Asian,No,40,119 223 8348,Owen.Pearce@mail.ca,Jamais,Régulièrement,Souvent,Rarement,Rarement,Parfois,Jamais,Parfois,Jamais,Rarement,8,10,6,6,5,10,4,9,10,9,6,5,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,57780,United States,North America,7.33
9750,Martha,Heaton,HR,No,Male,Prefer not to say,Canadian,White,No,61,397 535 3174,Martha.Heaton@mail.ca,Rarement,Jamais,Parfois,Rarement,Jamais,Parfois,Rarement,Régulièrement,Souvent,Rarement,4,4,9,9,9,5,7,9,9,9,9,10,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Oui,52597,Canada,North America,7.75
9751,William,Hill,Marketing,Yes,Male,No,Indian,White,Yes,39,170 336 5053,William.Hill@mail.ca,Souvent,Rarement,Jamais,Rarement,Jamais,Rarement,Rarement,Jamais,Rarement,Régulièrement,9,3,7,6,9,9,10,3,6,5,9,7,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,51751,India,Asia,6.92
9752,Alexia,Brooks,Marketing,No,Female,No,Canadian,Latin,No,29,796 206 3485,Alexia.Brooks@mail.ca,Rarement,Rarement,Rarement,Parfois,Régulièrement,Souvent,Parfois,Rarement,Jamais,Parfois,7,10,6,6,8,9,8,5,4,7,6,8,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,85678,Canada,North America,7.0
9753,Megan,Vallins,Sales,No,Female,No,British,White,No,34,169 704 1867,Megan.Vallins@mail.ca,Rarement,Parfois,Parfois,Rarement,Parfois,Parfois,Jamais,Jamais,Jamais,Souvent,9,10,7,9,9,5,10,7,10,3,6,1,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Oui,Non,26240,United Kingdom,Europe,7.17
9754,Destiny,John,Operations,No,Male,No,Jordanian,White,No,46,558 889 5827,Destiny.John@mail.ca,Régulièrement,Souvent,Parfois,Souvent,Parfois,Souvent,Souvent,Parfois,Parfois,Rarement,5,8,7,8,5,8,7,7,7,9,7,3,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Oui,14794,Jordan,Asia,6.75
9755,Jade,Morris,HR,Yes,Male,Prefer not to say,Canadian,Middle Eastern,No,24,400 211 3836,Jade.Morris@mail.ca,Souvent,Souvent,Jamais,Jamais,Régulièrement,Rarement,Souvent,Jamais,Rarement,Souvent,5,9,3,6,10,10,3,6,9,8,9,2,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Oui,81662,Canada,North America,6.67
9756,Tony,Cadman,IT,No,Male,No,Ukrainian,White,No,40,291 298 9995,Tony.Cadman@mail.ca,Jamais,Rarement,Parfois,Souvent,Parfois,Parfois,Parfois,Rarement,Rarement,Parfois,8,5,6,4,6,4,8,2,6,7,5,6,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,55720,Ukraine,Europe,5.58
9757,Mark,Rogers,Marketing,No,Male,No,Canadian,White,No,64,739 342 5600,Mark.Rogers@mail.ca,Rarement,Rarement,Parfois,Régulièrement,Souvent,Rarement,Jamais,Parfois,Jamais,Souvent,6,6,9,7,10,8,7,6,9,5,4,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,54523,Canada,North America,7.17
9758,Domenic,Yang,Marketing,No,Male,No,Canadian,Asian,No,57,248 842 1927,Domenic.Yang@mail.ca,Rarement,Souvent,Régulièrement,Régulièrement,Rarement,Rarement,Souvent,Rarement,Rarement,Régulièrement,8,3,10,8,10,6,4,8,9,5,5,4,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Oui,Oui,26554,Canada,North America,6.67
9759,Chuck,Warden,Sales,No,Male,No,Canadian,White,No,42,780 258 2135,Chuck.Warden@mail.ca,Régulièrement,Parfois,Parfois,Parfois,Régulièrement,Rarement,Parfois,Régulièrement,Jamais,Parfois,4,9,8,10,6,5,2,9,9,9,3,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,81740,Canada,North America,6.83
9760,Monica,Villiger,Marketing,No,Female,No,Philippine,Middle Eastern,Yes,32,848 450 5507,Monica.Villiger@mail.ca,Rarement,Souvent,Rarement,Parfois,Rarement,Souvent,Rarement,Rarement,Souvent,Jamais,8,2,6,9,5,7,9,6,8,9,7,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,57653,Philippines,Asia,7.08
9761,Naomi,Farrell,RD,Yes,Male,Yes,Korean,White,Yes,29,983 497 6284,Naomi.Farrell@mail.ca,Souvent,Jamais,Rarement,Rarement,Régulièrement,Rarement,Parfois,Parfois,Souvent,Jamais,1,2,2,9,4,8,1,8,8,8,9,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Oui,Non,Non,69040,South Korea,Asia,5.67
9762,Adalind,Tait,Sales,No,Female,No,Canadian,White,No,31,122 988 1556,Adalind.Tait@mail.ca,Jamais,Parfois,Rarement,Parfois,Souvent,Rarement,Parfois,Jamais,Jamais,Parfois,6,4,2,10,5,8,10,8,8,5,6,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Oui,Oui,Non,30514,Canada,North America,6.58
9763,Lucas,Collingwood,IT,Yes,Male,No,Indian,White,No,25,145 956 3101,Lucas.Collingwood@mail.ca,Souvent,Régulièrement,Parfois,Souvent,Souvent,Parfois,Rarement,Parfois,Rarement,Rarement,8,8,10,8,9,6,8,9,4,2,3,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,72628,India,Asia,7.0
9764,Hannah,Spencer,Marketing,No,Male,No,Canadian,Middle Eastern,No,26,260 494 9714,Hannah.Spencer@mail.ca,Rarement,Souvent,Souvent,Rarement,Parfois,Jamais,Rarement,Rarement,Parfois,Jamais,7,3,7,3,3,8,7,10,10,7,8,5,Proposer des formations régulières sur la diversité et l'inclusion.,Oui,Non,Non,57646,Canada,North America,6.5
9765,Chester,Neal,RD,No,Female,No,Vietnamese,White,No,33,414 591 2512,Chester.Neal@mail.ca,Parfois,Parfois,Jamais,Rarement,Rarement,Jamais,Jamais,Rarement,Parfois,Rarement,7,5,9,6,9,8,9,6,5,7,1,3,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,14675,Vietnam,Asia,6.25
9766,Sage,Thompson,IT,Yes,Female,No,Canadian,White,Yes,44,795 473 5243,Sage.Thompson@mail.ca,Souvent,Parfois,Souvent,Rarement,Parfois,Rarement,Parfois,Souvent,Jamais,Parfois,4,6,6,10,8,2,9,3,7,3,1,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,43167,Canada,North America,5.58
9767,Ron,Allen,Operations,No,Male,No,Tunisian,White,No,27,730 916 7130,Ron.Allen@mail.ca,Souvent,Rarement,Jamais,Parfois,Rarement,Régulièrement,Rarement,Jamais,Souvent,Souvent,4,1,6,7,10,3,9,7,8,8,3,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,56952,Tunisia,Africa,6.25
9768,Anthony,Bennett,Operations,No,Female,Prefer not to say,Canadian,White,No,45,502 844 5594,Anthony.Bennett@mail.ca,Régulièrement,Jamais,Rarement,Rarement,Jamais,Rarement,Rarement,Rarement,Souvent,Parfois,8,9,4,8,7,8,7,7,8,9,8,4,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Oui,Non,Non,71745,Canada,North America,7.25
9769,Carmen,Lee,Marketing,No,Male,No,Canadian,Black,No,31,903 732 2146,Carmen.Lee@mail.ca,Parfois,Parfois,Rarement,Rarement,Régulièrement,Rarement,Rarement,Parfois,Jamais,Jamais,7,6,6,3,10,2,9,6,4,9,8,9,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Oui,Oui,Non,66672,Canada,North America,6.58
9770,Cassidy,Jennson,Operations,No,Female,No,Indian,White,No,45,161 161 5996,Cassidy.Jennson@mail.ca,Souvent,Rarement,Parfois,Souvent,Parfois,Rarement,Rarement,Rarement,Jamais,Rarement,5,6,7,7,7,9,5,8,5,9,7,8,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,72589,India,Asia,6.92
9771,Johnathan,Roth,HR,No,Male,No,Canadian,White,No,62,366 570 9882,Johnathan.Roth@mail.ca,Régulièrement,Parfois,Régulièrement,Parfois,Parfois,Jamais,Rarement,Parfois,Rarement,Souvent,2,9,2,7,9,8,9,5,3,7,6,7,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,63890,Canada,North America,6.17
9772,Henry,Cassidy,Finance,No,Female,No,Canadian,White,No,40,653 448 2420,Henry.Cassidy@mail.ca,Souvent,Souvent,Rarement,Souvent,Rarement,Jamais,Souvent,Parfois,Souvent,Parfois,10,7,4,9,10,5,5,9,9,4,8,10,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Oui,Non,Non,27234,Canada,North America,7.5
9773,Sage,Townend,Sales,No,Male,Yes,Iraqi,White,No,58,261 376 5715,Sage.Townend@mail.ca,Parfois,Parfois,Souvent,Jamais,Jamais,Jamais,Parfois,Jamais,Jamais,Jamais,9,3,8,6,8,6,8,10,4,9,9,5,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,57230,Iraq,Asia,7.08
9774,Bob,Reese,HR,No,Male,No,Canadian,Asian,No,43,586 606 8217,Bob.Reese@mail.ca,Régulièrement,Parfois,Souvent,Rarement,Parfois,Parfois,Parfois,Rarement,Souvent,Jamais,9,7,8,4,8,8,6,5,9,3,9,4,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Oui,Oui,Non,42723,Canada,North America,6.67
9775,Aisha,Redden,Marketing,No,Male,Prefer not to say,Canadian,White,Yes,61,720 347 2671,Aisha.Redden@mail.ca,Parfois,Jamais,Parfois,Jamais,Rarement,Rarement,Rarement,Parfois,Régulièrement,Régulièrement,6,8,6,9,8,10,10,8,9,8,8,6,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Oui,85031,Canada,North America,8.0
9776,Doris,Victor,Marketing,No,Male,No,Malaysian,White,Prefer not to say,32,473 734 8188,Doris.Victor@mail.ca,Souvent,Rarement,Rarement,Rarement,Jamais,Parfois,Souvent,Parfois,Jamais,Rarement,7,8,6,10,6,8,7,2,8,8,8,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Oui,Non,Non,52924,Malaysia,Asia,7.25
9777,Kurt,Thatcher,Marketing,No,Female,No,Canadian,White,No,54,126 883 5391,Kurt.Thatcher@mail.ca,Souvent,Parfois,Parfois,Rarement,Rarement,Rarement,Rarement,Souvent,Régulièrement,Souvent,5,9,7,4,10,5,5,10,8,5,9,10,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,45502,Canada,North America,7.25
9778,Cadence,Evans,Sales,No,Male,No,Canadian,White,No,53,540 246 8641,Cadence.Evans@mail.ca,Jamais,Parfois,Souvent,Régulièrement,Jamais,Souvent,Rarement,Parfois,Jamais,Rarement,7,9,8,6,9,7,4,9,9,8,1,6,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Oui,29841,Canada,North America,6.92
9779,Karla,Wood,RD,No,Male,No,Egyptian,White,No,35,541 386 9563,Karla.Wood@mail.ca,Rarement,Souvent,Rarement,Régulièrement,Parfois,Souvent,Rarement,Parfois,Régulièrement,Rarement,7,8,9,3,7,7,9,8,10,8,2,6,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,62743,Egypt,Africa,7.0
9780,Kurt,Williams,Operations,No,Female,No,Canadian,Asian,No,41,169 726 3751,Kurt.Williams@mail.ca,Parfois,Jamais,Rarement,Souvent,Souvent,Souvent,Souvent,Rarement,Parfois,Jamais,9,9,6,9,1,9,10,5,10,4,7,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Oui,Non,31417,Canada,North America,7.33
9781,Bryon,Mould,Sales,No,Male,No,Korean,White,No,58,783 214 4319,Bryon.Mould@mail.ca,Rarement,Souvent,Souvent,Rarement,Jamais,Rarement,Jamais,Parfois,Jamais,Rarement,9,10,9,7,8,8,10,6,6,7,9,8,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,87372,South Korea,Asia,8.08
9782,Hank,Hall,Marketing,No,Male,No,Malaysian,Asian,No,48,281 515 4202,Hank.Hall@mail.ca,Rarement,Rarement,Jamais,Régulièrement,Jamais,Parfois,Rarement,Rarement,Jamais,Souvent,7,8,7,8,9,4,5,9,10,6,7,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Oui,Non,85757,Malaysia,Asia,7.33
9783,Gil,Rivers,Operations,Yes,Female,No,Canadian,White,No,47,308 157 8337,Gil.Rivers@mail.ca,Jamais,Rarement,Parfois,Rarement,Jamais,Souvent,Jamais,Rarement,Jamais,Rarement,8,9,8,6,7,5,3,7,7,7,9,7,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Oui,28487,Canada,North America,6.92
9784,Aurelia,Noach,Sales,No,Female,No,Canadian,Asian,No,49,358 374 3311,Aurelia.Noach@mail.ca,Rarement,Rarement,Souvent,Régulièrement,Jamais,Régulièrement,Souvent,Souvent,Rarement,Jamais,1,3,8,1,7,6,9,9,6,8,5,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Oui,86578,Canada,North America,5.83
9785,Joyce,Fall,IT,No,Female,No,Indian,White,No,29,700 873 1991,Joyce.Fall@mail.ca,Régulièrement,Rarement,Rarement,Souvent,Parfois,Souvent,Rarement,Jamais,Parfois,Parfois,6,3,8,7,8,5,2,4,6,9,9,7,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Oui,78129,India,Asia,6.17
9786,Gil,Parker,Finance,No,Female,Prefer not to say,Ukrainian,White,No,30,920 947 4536,Gil.Parker@mail.ca,Rarement,Rarement,Parfois,Rarement,Parfois,Parfois,Régulièrement,Rarement,Souvent,Parfois,9,5,10,9,7,6,1,6,7,9,9,7,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,83667,Ukraine,Europe,7.08
9787,Barry,Bryson,Marketing,No,Male,No,German,White,Yes,34,915 769 6899,Barry.Bryson@mail.ca,Rarement,Rarement,Parfois,Rarement,Jamais,Jamais,Régulièrement,Rarement,Parfois,Jamais,1,9,9,7,3,10,6,3,8,7,7,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,26185,Germany,Europe,6.5
9788,Zoe,Eddison,Finance,No,Female,No,Vietnamese,White,No,28,311 962 1103,Zoe.Eddison@mail.ca,Souvent,Jamais,Parfois,Souvent,Rarement,Rarement,Jamais,Parfois,Parfois,Parfois,9,5,8,7,10,5,7,10,6,7,5,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Oui,41246,Vietnam,Asia,7.33
9789,Javier,Owen,Marketing,No,Male,No,Canadian,White,No,62,512 993 4756,Javier.Owen@mail.ca,Jamais,Souvent,Jamais,Rarement,Parfois,Parfois,Jamais,Souvent,Rarement,Jamais,9,6,8,1,3,10,8,8,7,10,9,8,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,17237,Canada,North America,7.25
9790,Boris,Garcia,IT,No,Male,Prefer not to say,American,Asian,No,33,119 245 8562,Boris.Garcia@mail.ca,Parfois,Jamais,Rarement,Souvent,Parfois,Rarement,Rarement,Souvent,Rarement,Jamais,6,8,6,8,5,9,6,6,6,7,8,5,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,64579,United States,North America,6.67
9791,Raquel,Turner,HR,No,Male,No,Ukrainian,Asian,No,29,113 403 9246,Raquel.Turner@mail.ca,Rarement,Souvent,Régulièrement,Rarement,Jamais,Rarement,Rarement,Jamais,Parfois,Rarement,3,2,5,9,7,3,10,8,1,2,7,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Oui,Non,87029,Ukraine,Europe,5.33
9792,Cynthia,Watson,HR,No,Male,Prefer not to say,Haitian,White,No,39,680 761 4035,Cynthia.Watson@mail.ca,Souvent,Jamais,Parfois,Parfois,Souvent,Souvent,Parfois,Rarement,Jamais,Jamais,7,10,3,5,4,9,8,9,8,7,8,8,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,60876,Haiti,North America,7.17
9793,Erin,Johnson,Sales,No,Male,No,Indian,White,No,44,463 704 6098,Erin.Johnson@mail.ca,Parfois,Rarement,Jamais,Souvent,Parfois,Rarement,Rarement,Souvent,Souvent,Souvent,7,6,5,8,7,9,2,8,1,7,2,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Oui,Non,46692,India,Asia,5.92
9794,Elijah,Terry,Finance,No,Female,No,Canadian,White,No,32,159 424 8717,Elijah.Terry@mail.ca,Rarement,Rarement,Parfois,Souvent,Rarement,Parfois,Jamais,Régulièrement,Jamais,Souvent,7,6,6,3,3,7,7,7,9,3,2,9,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Oui,66972,Canada,North America,5.75
9795,Jocelyn,Hunter,Sales,No,Female,No,Philippine,Asian,No,35,982 568 7605,Jocelyn.Hunter@mail.ca,Jamais,Rarement,Rarement,Rarement,Rarement,Parfois,Souvent,Parfois,Parfois,Souvent,2,5,7,4,9,6,2,9,1,4,2,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Oui,50731,Philippines,Asia,5.0
9796,Carter,Villiger,IT,No,Male,No,Bangladeshi,Asian,No,30,793 898 8976,Carter.Villiger@mail.ca,Jamais,Rarement,Parfois,Rarement,Régulièrement,Souvent,Rarement,Parfois,Régulièrement,Rarement,7,6,10,8,7,7,9,9,7,5,10,10,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Oui,22428,Bangladesh,Asia,7.92
9797,Margot,Blackburn,IT,No,Male,Prefer not to say,Canadian,White,No,25,230 360 8144,Margot.Blackburn@mail.ca,Rarement,Jamais,Rarement,Rarement,Parfois,Souvent,Régulièrement,Jamais,Jamais,Parfois,8,10,7,6,8,5,5,7,4,6,3,6,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,24080,Canada,North America,6.25
9798,Audrey,Bailey,Operations,Yes,Non-binary/non-conforming,No,English,White,Yes,37,118 424 3352,Audrey.Bailey@mail.ca,Jamais,Régulièrement,Rarement,Souvent,Parfois,Jamais,Rarement,Rarement,Souvent,Souvent,9,7,3,10,7,7,9,8,8,8,9,8,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,64352,United Kingdom,Europe,7.75
9799,Noah,Dyson,Marketing,No,Male,No,Canadian,White,No,29,443 983 1656,Noah.Dyson@mail.ca,Jamais,Jamais,Rarement,Parfois,Jamais,Parfois,Parfois,Rarement,Rarement,Parfois,9,10,10,6,5,5,5,6,8,10,8,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,78779,Canada,North America,7.58
9800,Chester,Leslie,HR,No,Male,No,Canadian,White,No,31,472 128 7880,Chester.Leslie@mail.ca,Souvent,Jamais,Jamais,Parfois,Régulièrement,Rarement,Rarement,Rarement,Parfois,Jamais,7,10,8,5,4,5,9,9,10,8,9,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,76266,Canada,North America,7.67
9801,Nate,Henderson,Marketing,No,Male,No,Canadian,White,No,54,521 129 2388,Nate.Henderson@mail.ca,Régulièrement,Souvent,Jamais,Rarement,Jamais,Régulièrement,Parfois,Souvent,Régulièrement,Jamais,8,7,7,3,9,9,10,9,7,10,7,10,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Oui,Non,72022,Canada,North America,8.0
9802,Darlene,Henderson,Marketing,No,Male,No,British,White,No,45,151 112 2268,Darlene.Henderson@mail.ca,Rarement,Jamais,Jamais,Rarement,Jamais,Rarement,Rarement,Régulièrement,Parfois,Parfois,9,6,10,10,7,8,3,10,10,1,8,9,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Oui,Non,78857,United Kingdom,Europe,7.58
9803,Chad,Gosling,Marketing,No,Prefer not to say,No,Indian,White,No,43,849 695 4168,Chad.Gosling@mail.ca,Souvent,Souvent,Souvent,Parfois,Jamais,Jamais,Rarement,Souvent,Jamais,Souvent,6,10,3,7,7,9,9,9,9,8,2,9,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,29688,India,Asia,7.33
9804,Nicole,Harris,Marketing,No,Male,No,Polish,Asian,No,29,792 965 1294,Nicole.Harris@mail.ca,Rarement,Rarement,Souvent,Parfois,Souvent,Rarement,Jamais,Rarement,Régulièrement,Parfois,9,6,5,9,9,9,9,6,1,7,9,3,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Oui,14991,Poland,Europe,6.83
9805,Benny,Harris,HR,No,Male,No,Vietnamese,White,No,26,500 341 4191,Benny.Harris@mail.ca,Jamais,Régulièrement,Rarement,Souvent,Jamais,Régulièrement,Souvent,Rarement,Parfois,Rarement,4,6,8,6,10,8,6,8,3,7,4,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,38655,Vietnam,Asia,6.5
